Place;Date;Page;Sector;Country Code;Year;Latitude;Longitude;Country;Region;Region District
Matysová;2022-07-10;28;C;SK;2022;49,3180687;20,7539809;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Maxičky;;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mažice;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mcely;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Meclov;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mečeříž;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mečichov;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Měčín;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Měděnec;;6;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Medlov (Brno-venkov);;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Medlov (Olomouc);2026-05-24;22;B;CZ;2026;#N/A;#N/A;#N/A;#N/A;#N/A
Medovarce;1994-01-01;49;B;SK;1994;48,2331828;19,0008532;Slovensko;Banskobystrický kraj;okres Krupina
Medveďov;2018-07-01;47;D;SK;2018;47,8000105;17,6607602;Slovensko;Trnavský kraj;okres Dunajská Streda
Medzany;2020-08-10;42;B;SK;2020;49,041734;21,1557383;Slovensko;Prešovský kraj;okres Prešov
Medzibrod;1994-01-01;40;A;SK;1994;48,7933995;19,3571083;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Medzibrodie nad Oravou;;25;D;SK;1899;49,2343511;19,3444637;Slovensko;Žilinský kraj;okres Dolný Kubín
Medzilaborce;2020-06-19;29;D;SK;2020;49,2711323;21,9039645;Slovensko;Prešovský kraj;okres Medzilaborce
Měcholupy;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Melč;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mělčany;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Melek;2023-08-19;48;B;SK;2023;48,2007825;18,3282713;Slovensko;Nitriansky kraj;okres Nitra
Mělnické Vtelno;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mělník;1997-05-30;8;B;CZ;1997;#N/A;#N/A;#N/A;#N/A;#N/A
Měnín;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Merašice;2018-07-01;37;D;SK;2018;48,4630144;17,9455646;Slovensko;Trnavský kraj;okres Hlohovec
Merklín (Karlovy Vary);;6;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Merklín (Plzeň-jih);;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Merník;;43;A;SK;1899;48,9479265;21,6417173;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Měrovice nad Hanou;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Měrunice;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Měřín;;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Městec Králové;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Městečko;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Městečko Trnávka;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Město Albrechtice;;13;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Město Libavá;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Město Touškov;1994-01-01;16;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Měšice (Praha-východ);;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Měšice (Tábor);2018-10-29;19;C;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Mešno;;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Metylovice;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Meziměsti;;11;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mezno;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mičakovce;;29;C;SK;1899;49,0762224;21,5254212;Slovensko;Prešovský kraj;okres Svidník
Michal nad Žitavou;2023-08-19;48;A;SK;2023;48,1851893;18,283964;Slovensko;Nitriansky kraj;okres Nové Zámky
Michaľany;1994-01-01;43;C;SK;1994;48,5148212;21,6220202;Slovensko;Košický kraj;okres Trebišov
Michalok;;43;A;SK;1899;48,991714;21,6330735;Slovensko;Prešovský kraj;okres Vranov nad Topľou
Michalová;1994-01-01;40;B;SK;1994;48,7626694;19,7778938;Slovensko;Banskobystrický kraj;okres Brezno
Michalovce;2002-09-28;43;B;SK;2002;48,7514383;21,9211949;Slovensko;Košický kraj;okres Michalovce
Michalovice;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Michalovy Hory;;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Miková;2020-07-25;29;D;SK;2020;49,2942776;21,8232154;Slovensko;Prešovský kraj;okres Stropkov
Mikula;1994-01-01;49;A;SK;1994;48,0663182;18,6624492;Slovensko;Nitriansky kraj;okres Levice
Mikuláš;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mikulášovice;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mikulčice;2020-06-27;36;B;CZ;2020;#N/A;#N/A;#N/A;#N/A;#N/A
Mikuleč;;21;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mikulov (Břeclav);2002-11-23;35;B;CZ;2002;#N/A;#N/A;#N/A;#N/A;#N/A
Mikulov (Teplice);;1;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mikulovice (Šumperk);;12;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mikulovice (Znojmo);2023-05-01;35;A;CZ;2023;#N/A;#N/A;#N/A;#N/A;#N/A
Mikulůvka;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mikušovce (Lučenec);;50;B;SK;1899;48,3004289;19,6854082;Slovensko;Banskobystrický kraj;okres Lučenec
Mikušovce (Pov. Bystrica);2023-07-09;38;A;SK;2023;49,06356;18,20655;Slovakia;Trenčiansky kraj;okres Ilava
Milanovce;1994-01-01;48;A;SK;1994;48,1842733;18,1553652;Slovensko;Nitriansky kraj;okres Nové Zámky
Milenov;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milešov (Litoměřice);;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milešov (Příbram);;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milešovice;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Miletín;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milevsko;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milhošť;;42;D;SK;1899;48,5378102;21,2666334;Slovensko;Košický kraj;okres Košice - okolie
Milhostov;;5;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Miličín;1994-01-01;19;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Milíkov;;25;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milín;;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milínov;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milotice;2020-06-28;36;B;CZ;2020;#N/A;#N/A;#N/A;#N/A;#N/A
Milotice nad Opavou;;13;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milovice (Břeclav);;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milovice (Jičín);;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milovice (Nymburk);;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milovy;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Milpoš;2020-08-09;28;C;SK;2020;49,1808204;21,0041485;Slovensko;Prešovský kraj;okres Sabinov
Mimoň;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mirkovce;;42;B;SK;1899;48,8917968;21,3273375;Slovensko;Prešovský kraj;okres Prešov
Mírkovice;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Miroľa;2020-06-19;29;D;SK;2020;49,3268339;21,7336708;Slovensko;Prešovský kraj;okres Svidník
Miroslav;2023-05-01;35;A;CZ;2023;#N/A;#N/A;#N/A;#N/A;#N/A
Miroslavské Knínice;;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mirošov;;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mirošovice;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mirotice;;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mírov;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mirovice;;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mírovka;;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Miřetice;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mířkov;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Miskovice;;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Místo;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mistrovice;;11;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mistřice;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mistřín;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mistřovice;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Míškovice;;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mitrov;;19;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladá Boleslav;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladá Vožice;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladé Buky;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladeč;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladějov (Jičín);;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladějov (Svitavy);;21;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladějovice;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladkov;;11;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladošovice;;33;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladotice (Písek);;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladotice (Plzeň-sever);;7;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mladý Smolinec;;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mláka;1994-01-01;33;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Mlázovice;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mlékosrby;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mliečno;2025-08-02;46;B;SK;2025;48,0191551;17,3305392;Slovensko;Trnavský kraj;okres Dunajská Streda
Mlynčeky;2002-07-20;27;D;SK;2002;49,1677753;20,383225;Slovensko;Prešovský kraj;okres Kežmarok
Mlynky;1994-01-01;41;B;SK;1994;48,8518348;20,4289357;Slovensko;Košický kraj;okres Spišská Nová Ves
Mlýny;;19;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mnich;;19;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mnichov (Bruntál);;13;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mnichov (Domažlice);;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mnichov (Cheb);;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
anichov (Strakonice);;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mníchova Lehota;2018-07-01;38;A;SK;2018;48,8339758;18,060995;Slovensko;Trenčiansky kraj;okres Trenčín
Mnichovice;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mnichovo Hradiště;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mníšany;2020-07-30;41;C;SK;2020;48,6688817;20,2260713;Slovensko;Banskobystrický kraj;okres Revúca
Mníšek (Liberec);;3;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mníšek (Most);;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mníšek nad Hnilcom;1994-01-01;42;A;SK;1994;48,8060044;20,8065464;Slovensko;Košický kraj;okres Gelnica
Mníšek nad Popradom;1994-01-01;28;C;SK;1994;49,4141006;20,7164081;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Mníšek pod Brdy;;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mniší;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moča;1994-01-01;48;D;SK;1994;47,7597583;18,4068335;Slovensko;Nitriansky kraj;okres Komárno
Močiar;1994-01-01;39;C;SK;1994;48,5407999;18,946054;Slovensko;Banskobystrický kraj;okres Banská Štiavnica
Močidlec;;6;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Modlany;;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Modra;1994-01-01;46;B;SK;1994;48,3357255;17,3087863;Slovensko;Bratislavský kraj;okres Pezinok
Modrá;;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Modranka;;47;A;SK;1899;48,3488886;17,6103251;Slovensko;Trnavský kraj;okres Trnava
Modrany;1994-01-01;48;D;SK;1994;47,8218595;18,3533066;Slovensko;Nitriansky kraj;okres Komárno
Modrava;1995-08-03;31;A;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Modrová;2018-07-01;37;D;SK;2018;48,6440516;17,8955658;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Modrovka;2018-07-01;37;D;SK;2018;48,6492015;17,882281;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Modrý Kameň;2018-07-01;50;A;SK;2018;48,2406025;19,3340853;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Modřany;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Modřice;1994-01-01;35;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Mohelnice;1994-01-01;22;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Mohelnice na Jizerou;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mohelno;2021-09-10;35;A;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Mochov;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mochovce;1994-01-01;48;B;SK;1994;48,2605366;18,4600286;Slovensko;Nitriansky kraj;okres Levice
Mochtín;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mojmírovce;2019-09-16;48;A;SK;2019;48,2072227;18,0640002;Slovensko;Nitriansky kraj;okres Nitra
Mojtín;2023-07-09;38;B;SK;2023;48,9842012;18,4028378;Slovensko;Trenčiansky kraj;okres Púchov
Mojzesovo;2023-08-19;48;A;SK;2023;48,1345873;18,2372611;Slovensko;Nitriansky kraj;okres Nové Zámky
Mojžíř;;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mokrá;;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mokrá Lúka;1995-08-13;41;C;SK;1995;48,6729607;20,1490835;Slovensko;Banskobystrický kraj;okres Revúca
Mokroluh;1994-01-01;28;D;SK;1994;49,3086092;21,2119252;Slovensko;Prešovský kraj;okres Bardejov
Mokrý Háj;2020-08-22;36;B;SK;2020;48,8123051;17,2449264;Slovensko;Trnavský kraj;okres Skalica
Mokřiny;;5;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moldava;;1;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moldava nad Bodvou;1994-01-01;42;D;SK;1994;48,6141424;20,9973314;Slovensko;Košický kraj;okres Košice - okolie
Molenburk;;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Morašice;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravany (Brno-venkov);;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravany (Hodonín);;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravany (Michalovce);2020-07-26;43;B;SK;2020;48,7406284;21,7832909;Slovensko;Košický kraj;okres Michalovce
Moravany (Pardubice);1994-01-01;10;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Moravany nad Váhom;2000-07-19;37;D;SK;2000;48,6021432;17,8621354;Slovensko;Trnavský kraj;okres Piešťany
Moravec;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravice;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravičainy;1994-01-01;22;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Morávka;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravská Huzová;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravská Chrastová;2022-04-14;21;B;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Moravská Nová Ves;2020-06-27;36;B;CZ;2020;#N/A;#N/A;#N/A;#N/A;#N/A
Moravská Třebová;1994-01-01;22;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Moravské Bránice;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravské Budějovice;;34;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravské Knínice;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravské Lieskové;2026-08-23;37;B;SK;2026;48,8185887;17,7928036;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Moravské Málkovice;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravské Prusy;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravský Beroun;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravský Ján;1994-01-01;36;C;SK;1994;48,5902924;17,0014417;Slovensko;Trnavský kraj;okres Senica
Moravský Krumlov;2021-09-10;35;A;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Moravský Lančov;2022-04-14;21;B;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Moravský Písek;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moravský Žižkov;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Morkovice;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Morkůvky;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mořice;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mořina;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mořkov;;24;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Most;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Most na Ostrove;1994-01-01;46;B;SK;1994;47,9450453;17,6086283;Slovensko;Trnavský kraj;okres Dunajská Streda
Mostek;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mostkovice;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mostová;2019-06-02;47;B;SK;2019;48,140118;17,6759187;Slovensko;Trnavský kraj;okres Galanta
Mosty;;33;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mosty u Jablunkova;1994-01-01;25;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Mošnov;1994-01-01;24;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Mošovce;1994-01-01;39;A;SK;1994;48,9093933;18,8878711;Slovensko;Žilinský kraj;okres Turčianske Teplice
Mošurov;2020-06-17;28;D;SK;2020;49,119929;21,2491389;Slovensko;Prešovský kraj;okres Prešov
Motešice;2018-07-01;38;A;SK;2018;48,8245063;18,1809754;Slovensko;Trenčiansky kraj;okres Trenčín
Motyčky;1994-01-01;39;B;SK;1994;48,8608088;19,1705428;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Mouřínov;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Moutnice;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mrač;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mrákotín;2021-09-10;20;C;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Mratín;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mrázov;;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mrzkovice;;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mříčná;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mšec;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mšecké Žehrovice;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mšené-lázně;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mšeno;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mšeno nad Nisou;;3;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mukařov;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Muľa;2018-07-01;50;A;SK;2018;48,1931483;19,5260012;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Muráň;1994-01-01;41;A;SK;1994;48,740383;20,0467971;Slovensko;Banskobystrický kraj;okres Revúca
Muránska Dlhá Lúka;1995-08-13;41;C;SK;1995;48,7176852;20,081168;Slovensko;Banskobystrický kraj;okres Revúca
Muránska Huta;1994-01-01;41;A;SK;1994;48,7786837;20,1115312;Slovensko;Banskobystrický kraj;okres Revúca
Muránska Zdychava;;41;A;SK;1899;48,7377375;20,1399217;Slovensko;Banskobystrický kraj;okres Revúca
Mušov;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mutějovice;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mutěnice;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mutěnín;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mutné;1994-01-01;25;D;SK;1994;49,4596226;19,32275;Slovensko;Žilinský kraj;okres Námestovo
Mužla;1994-01-01;48;D;SK;1994;47,7925185;18,5977835;Slovensko;Nitriansky kraj;okres Nové Zámky
Mydlovary;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Myjava;2018-09-01;37;C;SK;2018;48,7540345;17,5650224;Slovensko;Trenčiansky kraj;okres Myjava
Myslava;2021-05-22;42;B;SK;2021;48,7087999;21,2039714;Slovensko;Košický kraj;
Myslejovice;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Myslibořice;;34;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Myslív;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Myšlín;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Myštěves;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Myštice;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mýtina;;5;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Mýtna;1994-01-01;40;C;SK;1994;48,4670964;19,5525708;Slovensko;Banskobystrický kraj;okres Lučenec
Mýtna Nová Ves;;38;C;SK;1899;48,4840773;18,1076336;Slovensko;Nitriansky kraj;okres Topoľčany
Mýtne Ludany;1994-01-01;49;A;SK;1994;48,1638473;18,6645141;Slovensko;Nitriansky kraj;okres Levice
Mýto;1995-07-29;17;B;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Mýto pod Ďumbierom;1994-01-01;40;A;SK;1994;48,8539115;19,6332575;Slovensko;Banskobystrický kraj;okres Brezno
Nacina Ves;2002-09-28;43;B;SK;2002;48,8187193;21,8551219;Slovensko;Košický kraj;okres Michalovce
Načeradec;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Načeratice;;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Načetín;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nadějkov;;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nadlice;2000-07-19;38;C;SK;2000;48,620197;18,2518187;Slovensko;Trenčiansky kraj;okres Partizánske
Nahořany (Strakonice);;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nahořany (Náchod);;11;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Náchod;2022-04-14;11;A;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Náklo;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nálepkovo;1994-01-01;41;B;SK;1994;48,8423713;20,6185639;Slovensko;Košický kraj;okres Gelnica
Nalžovice;;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nalžovské Hory;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Námestovo;1994-01-01;26;C;SK;1994;49,4095122;19,4803756;Slovensko;Žilinský kraj;okres Námestovo
Náměšť nad Oslavou;2021-09-10;21;C;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Náměšť na Hané;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nandraž;1994-01-01;41;C;SK;1994;48,6078919;20,1871724;Slovensko;Banskobystrický kraj;okres Revúca
Napajedla;;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nárameč;;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nasavrky;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Násedlnice;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Násedlovice;2019-09-06;36;A;CZ;2019;#N/A;#N/A;#N/A;#N/A;#N/A
Nasobůrky;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Navojovce;1994-01-01;38;D;SK;1994;48,6488961;18,3638149;Slovensko;Trenčiansky kraj;okres Partizánske
Nebanice;;5;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nebílovy;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Nebory;1994-01-01;24;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Nebušice;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
